sample_alias;host_scientific_name;host_sex;sample_site_ID;suborder_host;latitude;geographic_location_country;longitude;host_tax_id;collection_date;sample_title;sample_description;project_name;env_broad_scale;env_local_scale;env_medium;geo_loc_name;Elevation;scientific_name;tax_id
MEP2-G9;Omocestus_rufipes;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;660956;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-H1;Euthystira_brachyptera;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP2-H10;Metrioptera_roeselii;F;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;494379;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-H11;Tettigonia_cantans;M;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;420850;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-H12;Stauroderus_scalaris;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;7019;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-H2;Miramella_alpina;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP2-H3;Chorthippus_parallelus;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP2-H4;Phaneroptera_falcata;M;B1;Ensifera;46.25719122;Switzerland;7.022405752;396409;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-H5;Metrioptera_roeselii;F;B3;Ensifera;46.27362922;Switzerland;7.048341589;494379;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-H6;Psophus_stridulus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;433472;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP2-H7;Phaneroptera_falcata;F;B1;Ensifera;46.25719122;Switzerland;7.022405752;396409;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-H8;Omocestus_rufipes;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;660956;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-H9;Miramella_alpina;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-A1;Chorthippus_parallelus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-A10;Ruspolia_nitidula;F;B1;Ensifera;46.25719122;Switzerland;7.022405752;62786;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-A11;Omocestus_viridulus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;294351;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-A12;Chorthippus_parallelus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-A2;Chorthippus_parallelus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-A3;Chorthippus_parallelus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;37639;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-A4;Chorthippus_parallelus;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-A5;Platycleis_albopunctata;M;B3;Ensifera;46.27362922;Switzerland;7.048341589;470653;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-A6;Platycleis_albopunctata;M;B1;Ensifera;46.25719122;Switzerland;7.022405752;470653;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-A7;Omocestus_rufipes;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;660956;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-A8;Metrioptera_roeselii;F;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;494379;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-A9;Chorthippus_parallelus;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-B1;Miramella_alpina;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP3-B10;Mecostethus_parapleurus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;243010;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-B11;Ruspolia_nitidula;F;B2;Ensifera;46.26847275;Switzerland;7.032514702;62786;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-B12;Omocestus_viridulus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;294351;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-B2;Chorthippus_parallelus;M;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-B3;Stauroderus_scalaris;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-B4;Chorthippus_parallelus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;37639;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-B5;Metrioptera_saussuriana;M;B4;Ensifera;46.28557705;Switzerland;7.095862432;323357;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-B6;Metrioptera_saussuriana;M;B6;Ensifera;46.26808856;Switzerland;7.107608205;323357;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-B7;Euthystira_brachyptera;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-B8;Stenobothrus_lineatus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-B9;Anonconotus_alpinus;F;B7;Ensifera;46.27627826;Switzerland;7.155130793;2895733;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-C1;Podisma_pedestris;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-C10;Metrioptera_saussuriana;M;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;323357;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-C11;Euthystira_brachyptera;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-C12;Gomphocerippus_rufus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-C2;Chorthippus_parallelus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-C3;Podisma_pedestris;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP3-C4;Oedipoda_caerulescens;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;58615;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-C5;Stauroderus_scalaris;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;7019;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-C6;Phaneroptera_falcata;F;B2;Ensifera;46.26847275;Switzerland;7.032514702;396409;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-C7;Euthystira_brachyptera;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-C8;Platycleis_albopunctata;M;B2;Ensifera;46.26847275;Switzerland;7.032514702;470653;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-C9;Platycleis_albopunctata;F;B2;Ensifera;46.26847275;Switzerland;7.032514702;470653;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-D1;Euthystira_brachyptera;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-D10;Mecostethus_parapleurus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;243010;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-D11;Gomphocerippus_rufus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;58560;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-D12;Euthystira_brachyptera;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-D2;Stauroderus_scalaris;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-D3;Podisma_pedestris;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP3-D4;Tettigonia_cantans;M;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;420850;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-D5;Gomphocerippus_rufus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;58560;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-D6;Miramella_alpina;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-D7;Miramella_alpina;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP3-D8;Stauroderus_scalaris;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-D9;Euthystira_brachyptera;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-E1;Euthystira_brachyptera;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;294354;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP3-E11;Metrioptera_saussuriana;F;B7;Ensifera;46.27627826;Switzerland;7.155130793;323357;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-E2;Euthystira_brachyptera;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-E3;Arcyptera_fusca;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;58562;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-E4;Chorthippus_parallelus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-E5;Chorthippus_parallelus;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;37639;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP3-E6;Chorthippus_parallelus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-E7;Euthystira_brachyptera;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-E8;Stenobothrus_lineatus;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-E9;Euthystira_brachyptera;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-F1;Stenobothrus_lineatus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP3-F10;Euthystira_brachyptera;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP3-F11;Euthystira_brachyptera;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-F12;Metrioptera_saussuriana;F;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;323357;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP3-F2;Phaneroptera_falcata;M;B2;Ensifera;46.26847275;Switzerland;7.032514702;396409;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-F3;Stenobothrus_lineatus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;355390;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP3-F4;Oedipoda_caerulescens;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;58615;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP3-F5;Omocestus_viridulus;M;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;294351;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP3-F6;Podisma_pedestris;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP3-F7;Euthystira_brachyptera;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP3-F8;Euthystira_brachyptera;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;294354;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP3-F9;Euthystira_brachyptera;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP3-G1;Chorthippus_parallelus;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;37639;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
